timestamp,device_id,facility_id,temperature,pressure,vibration,status,production_rate,quality_score
2025-11-07 13:32:12,SENSOR_011,FAC_DEN,27.05,95.7,1.84,CRITICAL,120,90.64
2025-11-07 12:55:12,SENSOR_007,FAC_DEN,27.46,97.72,1.22,WARNING,101,99.4
2025-11-07 13:46:12,SENSOR_019,FAC_SEA,18.99,96.38,0.97,WARNING,117,98.89
2025-11-07 13:46:12,SENSOR_012,FAC_ATL,24.56,96.33,0.21,NORMAL,111,91.64
2025-11-07 13:45:12,SENSOR_017,FAC_ATL,25.57,95.7,0.22,NORMAL,119,96.01
2025-11-07 12:55:12,SENSOR_001,FAC_SEA,20.4,95.91,1.81,CRITICAL,86,96.86
2025-11-07 13:16:12,SENSOR_013,FAC_SEA,24.44,104.07,0.25,NORMAL,90,94.15
2025-11-07 13:43:12,SENSOR_003,FAC_ATL,20.81,100.6,2.06,NORMAL,116,97.86
2025-11-07 13:19:12,SENSOR_009,FAC_SEA,20.9,97.71,2.28,NORMAL,104,91.53
2025-11-07 14:44:12,SENSOR_016,FAC_DEN,21.32,97.23,1.93,NORMAL,97,89.2
2025-11-07 14:02:12,SENSOR_014,FAC_SEA,19.8,100.89,1.8,NORMAL,109,94.18
2025-11-07 14:31:12,SENSOR_019,FAC_ATL,26.61,104.57,0.97,NORMAL,90,96.91
2025-11-07 14:18:12,SENSOR_015,FAC_CHI,24.27,96.09,2.03,WARNING,89,99.01
2025-11-07 14:10:12,SENSOR_012,FAC_CHI,24.93,98.37,0.44,NORMAL,113,87.74
2025-11-07 14:05:12,SENSOR_007,FAC_CHI,24.26,98.27,0.7,CRITICAL,112,96.44
2025-11-07 13:49:12,SENSOR_018,FAC_SEA,24.17,104.95,0.61,WARNING,102,88.53
2025-11-07 13:55:12,SENSOR_020,FAC_SEA,20.82,104.68,0.49,NORMAL,102,98.21
2025-11-07 14:12:12,SENSOR_017,FAC_DEN,27.39,102.68,0.24,NORMAL,98,98.21
2025-11-07 13:55:12,SENSOR_003,FAC_CHI,22.41,104.31,1.85,CRITICAL,98,98.12
2025-11-07 15:00:12,SENSOR_002,FAC_CHI,23.03,99.92,0.56,NORMAL,95,96.29
2025-11-07 14:48:12,SENSOR_004,FAC_CHI,18.15,101.93,1.08,NORMAL,93,92.38
2025-11-07 15:15:12,SENSOR_016,FAC_SEA,27.24,101.14,0.86,NORMAL,100,97.78
2025-11-07 15:07:12,SENSOR_020,FAC_SEA,23.72,103.9,0.25,WARNING,92,89.0
2025-11-07 15:17:12,SENSOR_012,FAC_CHI,21.51,101.39,1.46,NORMAL,116,87.27
2025-11-07 14:47:12,SENSOR_003,FAC_CHI,18.66,95.68,1.36,WARNING,112,89.19
2025-11-07 15:11:12,SENSOR_010,FAC_CHI,26.46,102.3,0.54,WARNING,105,90.46
2025-11-07 15:39:12,SENSOR_011,FAC_DEN,25.83,95.97,1.77,CRITICAL,109,92.22
2025-11-07 15:18:12,SENSOR_001,FAC_CHI,18.84,98.51,0.51,WARNING,101,92.37
2025-11-07 14:51:12,SENSOR_007,FAC_SEA,23.02,99.64,0.53,NORMAL,112,97.88
2025-11-07 16:24:12,SENSOR_001,FAC_CHI,26.88,96.15,1.37,CRITICAL,80,87.32
2025-11-07 16:24:12,SENSOR_016,FAC_ATL,24.19,101.17,0.61,CRITICAL,102,85.54
2025-11-07 16:30:12,SENSOR_006,FAC_SEA,22.03,102.73,1.17,NORMAL,101,95.59
2025-11-07 16:10:12,SENSOR_010,FAC_DEN,21.15,100.45,1.33,CRITICAL,114,86.51
2025-11-07 16:28:12,SENSOR_011,FAC_SEA,25.48,100.7,1.58,CRITICAL,89,91.5
2025-11-07 15:53:12,SENSOR_008,FAC_ATL,27.32,99.33,1.2,NORMAL,107,94.58
2025-11-07 16:07:12,SENSOR_005,FAC_CHI,22.15,96.77,1.96,NORMAL,97,86.49
2025-11-07 16:15:12,SENSOR_020,FAC_DEN,19.98,104.97,1.64,NORMAL,95,94.29
2025-11-07 15:51:12,SENSOR_012,FAC_DEN,19.55,103.67,2.16,NORMAL,107,91.56
2025-11-07 16:13:12,SENSOR_003,FAC_SEA,26.08,95.54,0.35,CRITICAL,89,86.53
2025-11-07 17:15:12,SENSOR_005,FAC_SEA,22.25,102.23,2.42,NORMAL,83,98.19
2025-11-07 16:47:12,SENSOR_006,FAC_CHI,25.0,102.24,0.9,NORMAL,103,93.63
2025-11-07 17:21:12,SENSOR_012,FAC_SEA,26.39,102.96,0.31,NORMAL,114,94.83
2025-11-07 17:10:12,SENSOR_019,FAC_ATL,23.24,103.98,0.95,CRITICAL,94,93.55
2025-11-07 17:45:12,SENSOR_015,FAC_SEA,22.9,100.76,1.52,CRITICAL,83,94.09
2025-11-07 17:39:12,SENSOR_009,FAC_CHI,27.11,98.76,0.13,WARNING,118,94.65
2025-11-07 16:53:12,SENSOR_020,FAC_SEA,20.57,103.44,1.74,NORMAL,101,86.34
2025-11-07 17:05:12,SENSOR_013,FAC_SEA,18.81,97.02,2.15,NORMAL,114,98.09
2025-11-07 17:44:12,SENSOR_016,FAC_ATL,22.71,102.65,2.17,NORMAL,86,91.62
2025-11-07 17:20:12,SENSOR_002,FAC_CHI,19.23,96.75,0.16,NORMAL,106,92.4
2025-11-07 18:33:12,SENSOR_012,FAC_ATL,27.77,99.23,2.43,CRITICAL,114,85.07
2025-11-07 17:49:12,SENSOR_014,FAC_ATL,18.71,99.21,1.33,WARNING,94,88.11
2025-11-07 18:24:12,SENSOR_018,FAC_ATL,20.11,100.5,2.31,NORMAL,108,87.32
2025-11-07 18:41:12,SENSOR_010,FAC_DEN,19.38,104.71,2.35,NORMAL,101,94.92
2025-11-07 18:21:12,SENSOR_020,FAC_DEN,26.32,100.76,0.19,NORMAL,120,89.44
2025-11-07 18:32:12,SENSOR_001,FAC_SEA,25.81,97.56,1.77,CRITICAL,112,99.36
2025-11-07 18:04:12,SENSOR_003,FAC_DEN,24.89,98.52,2.14,NORMAL,85,96.68
2025-11-07 18:33:12,SENSOR_009,FAC_CHI,27.8,102.32,0.44,NORMAL,97,90.42
2025-11-07 18:15:12,SENSOR_011,FAC_SEA,22.99,97.02,1.4,NORMAL,108,88.96
2025-11-07 17:56:12,SENSOR_005,FAC_DEN,18.31,95.06,0.13,CRITICAL,91,87.27
2025-11-07 19:12:12,SENSOR_009,FAC_SEA,24.25,95.87,2.32,NORMAL,83,95.38
2025-11-07 18:54:12,SENSOR_007,FAC_CHI,19.21,104.38,1.02,CRITICAL,115,93.96
2025-11-07 19:25:12,SENSOR_002,FAC_DEN,21.38,96.52,1.45,NORMAL,103,89.37
2025-11-07 19:33:12,SENSOR_011,FAC_DEN,26.71,95.81,0.29,CRITICAL,110,95.16
2025-11-07 19:05:12,SENSOR_006,FAC_DEN,18.35,96.1,1.47,NORMAL,104,92.84
2025-11-07 19:20:12,SENSOR_003,FAC_CHI,27.35,96.45,1.98,WARNING,96,97.41
2025-11-07 19:10:12,SENSOR_020,FAC_CHI,19.37,96.19,0.26,WARNING,83,94.28
2025-11-07 19:41:12,SENSOR_012,FAC_DEN,21.46,96.36,0.33,NORMAL,120,98.89
2025-11-07 19:36:12,SENSOR_016,FAC_ATL,24.47,96.03,1.05,CRITICAL,81,85.89
2025-11-07 19:23:12,SENSOR_013,FAC_SEA,27.56,102.45,1.08,CRITICAL,97,96.51
2025-11-07 19:50:12,SENSOR_018,FAC_DEN,19.84,101.78,1.66,WARNING,120,89.28
2025-11-07 20:46:12,SENSOR_015,FAC_DEN,19.37,102.7,1.76,NORMAL,85,93.02
2025-11-07 20:02:12,SENSOR_010,FAC_ATL,20.96,97.56,1.75,NORMAL,102,90.88
2025-11-07 19:50:12,SENSOR_011,FAC_DEN,23.66,100.53,1.41,NORMAL,91,99.39
2025-11-07 20:20:12,SENSOR_004,FAC_DEN,19.38,96.03,1.28,NORMAL,99,94.99
2025-11-07 20:26:12,SENSOR_007,FAC_CHI,27.31,98.3,0.88,CRITICAL,93,95.03
2025-11-07 20:42:12,SENSOR_003,FAC_ATL,22.01,101.35,1.32,NORMAL,114,91.16
2025-11-07 19:54:12,SENSOR_019,FAC_ATL,18.1,96.85,0.6,NORMAL,115,91.47
2025-11-07 19:57:12,SENSOR_001,FAC_CHI,23.1,103.79,0.13,WARNING,108,96.37
2025-11-07 19:57:12,SENSOR_014,FAC_SEA,23.18,102.74,1.33,NORMAL,110,94.04
2025-11-07 21:40:12,SENSOR_001,FAC_SEA,26.42,98.33,1.22,CRITICAL,109,93.93
2025-11-07 21:02:12,SENSOR_011,FAC_ATL,27.2,96.04,1.81,WARNING,80,87.09
2025-11-07 21:43:12,SENSOR_004,FAC_DEN,22.75,95.46,1.86,NORMAL,98,93.39
2025-11-07 20:54:12,SENSOR_002,FAC_DEN,27.91,101.19,0.75,NORMAL,110,86.5
2025-11-07 21:22:12,SENSOR_019,FAC_SEA,22.8,98.4,0.8,CRITICAL,110,99.24
2025-11-07 21:43:12,SENSOR_016,FAC_CHI,25.45,95.95,0.92,CRITICAL,98,85.73
2025-11-07 21:19:12,SENSOR_009,FAC_SEA,23.63,96.17,2.12,NORMAL,108,86.43
2025-11-07 21:20:12,SENSOR_007,FAC_SEA,24.93,96.03,2.4,NORMAL,102,99.0
2025-11-07 21:25:12,SENSOR_012,FAC_ATL,19.3,97.07,0.94,NORMAL,105,85.41
2025-11-07 20:55:12,SENSOR_010,FAC_SEA,20.08,100.58,1.49,CRITICAL,83,89.11
2025-11-07 21:50:12,SENSOR_004,FAC_ATL,26.95,95.53,0.55,WARNING,80,91.18
2025-11-07 22:15:12,SENSOR_008,FAC_CHI,22.23,97.43,2.49,CRITICAL,115,89.46
2025-11-07 22:32:12,SENSOR_006,FAC_SEA,24.54,102.4,0.85,NORMAL,120,85.07
2025-11-07 22:46:12,SENSOR_009,FAC_ATL,19.23,99.31,0.49,NORMAL,107,89.17
2025-11-07 22:45:12,SENSOR_019,FAC_CHI,20.65,97.97,0.48,NORMAL,107,91.52
2025-11-07 21:50:12,SENSOR_014,FAC_CHI,26.81,101.8,1.99,CRITICAL,80,97.67
2025-11-07 22:29:12,SENSOR_016,FAC_DEN,23.64,99.68,1.74,NORMAL,108,89.87
2025-11-07 21:58:12,SENSOR_013,FAC_CHI,25.56,104.43,1.43,NORMAL,89,93.53
2025-11-07 22:39:12,SENSOR_018,FAC_ATL,27.18,101.82,0.88,NORMAL,96,98.31
2025-11-07 22:36:12,SENSOR_007,FAC_ATL,27.88,99.21,1.43,NORMAL,93,91.38
2025-11-07 23:36:12,SENSOR_010,FAC_SEA,19.85,100.92,0.44,WARNING,116,92.42
2025-11-07 23:37:12,SENSOR_001,FAC_ATL,18.15,95.01,1.9,NORMAL,82,89.31
2025-11-07 23:03:12,SENSOR_020,FAC_CHI,18.24,104.2,0.74,CRITICAL,100,95.12
2025-11-07 23:06:12,SENSOR_011,FAC_DEN,19.08,104.06,0.84,CRITICAL,111,88.55
2025-11-07 23:38:12,SENSOR_015,FAC_ATL,27.52,95.05,0.6,NORMAL,86,89.71
2025-11-07 23:10:12,SENSOR_002,FAC_SEA,18.69,102.76,1.44,NORMAL,108,91.9
2025-11-07 23:24:12,SENSOR_005,FAC_SEA,21.92,103.4,1.5,NORMAL,88,96.82
2025-11-07 22:47:12,SENSOR_012,FAC_SEA,26.93,100.7,1.54,CRITICAL,94,90.56
2025-11-07 23:30:12,SENSOR_016,FAC_CHI,25.36,98.53,0.75,NORMAL,107,97.06
2025-11-07 22:57:12,SENSOR_003,FAC_CHI,26.61,101.93,1.49,CRITICAL,111,92.0
2025-11-08 00:07:12,SENSOR_020,FAC_DEN,27.77,101.73,2.27,NORMAL,109,92.23
2025-11-08 00:23:12,SENSOR_002,FAC_SEA,27.75,96.87,0.32,NORMAL,113,94.94
2025-11-08 00:05:12,SENSOR_015,FAC_DEN,18.69,103.51,1.74,NORMAL,91,94.37
2025-11-08 00:41:12,SENSOR_004,FAC_SEA,23.54,104.72,1.85,NORMAL,112,85.11
2025-11-08 00:06:12,SENSOR_010,FAC_CHI,25.35,101.3,1.47,CRITICAL,100,95.36
2025-11-08 00:27:12,SENSOR_007,FAC_CHI,25.89,101.69,2.46,WARNING,103,95.91
2025-11-08 00:34:12,SENSOR_008,FAC_ATL,22.46,102.42,2.21,NORMAL,109,98.08
2025-11-08 00:43:12,SENSOR_018,FAC_ATL,27.13,103.78,1.96,NORMAL,103,85.39
2025-11-08 00:08:12,SENSOR_019,FAC_ATL,20.53,97.87,0.63,CRITICAL,98,97.74
2025-11-08 00:23:12,SENSOR_017,FAC_CHI,25.94,97.23,1.54,WARNING,84,87.15
2025-11-08 01:30:12,SENSOR_008,FAC_SEA,18.53,104.63,1.19,NORMAL,99,90.34
2025-11-08 01:33:12,SENSOR_007,FAC_ATL,23.48,97.91,1.59,NORMAL,84,98.53
2025-11-08 01:07:12,SENSOR_003,FAC_DEN,19.2,98.33,1.22,NORMAL,92,95.13
2025-11-08 01:31:12,SENSOR_020,FAC_DEN,26.83,96.91,0.46,NORMAL,106,96.96
2025-11-08 01:44:12,SENSOR_001,FAC_DEN,20.25,102.72,0.96,CRITICAL,120,98.89
2025-11-08 00:50:12,SENSOR_009,FAC_ATL,20.08,99.31,2.5,NORMAL,117,90.83
2025-11-08 00:56:12,SENSOR_013,FAC_CHI,19.18,101.77,1.74,NORMAL,83,90.13
2025-11-08 00:53:12,SENSOR_015,FAC_CHI,21.24,96.39,1.93,NORMAL,105,93.86
2025-11-08 00:47:12,SENSOR_011,FAC_CHI,25.81,99.27,0.53,CRITICAL,111,93.2
2025-11-08 01:04:12,SENSOR_010,FAC_SEA,18.36,98.02,1.64,WARNING,93,87.22
2025-11-08 02:14:12,SENSOR_015,FAC_ATL,24.7,98.0,0.83,NORMAL,109,95.13
2025-11-08 02:41:12,SENSOR_008,FAC_SEA,27.05,99.3,0.79,NORMAL,83,97.26
2025-11-08 02:21:12,SENSOR_013,FAC_DEN,24.81,96.54,0.12,NORMAL,103,94.09
2025-11-08 02:09:12,SENSOR_017,FAC_CHI,18.69,100.02,1.11,NORMAL,93,90.23
2025-11-08 02:38:12,SENSOR_012,FAC_DEN,26.24,100.69,0.18,NORMAL,112,85.38
2025-11-08 01:49:12,SENSOR_003,FAC_SEA,21.03,103.42,0.65,NORMAL,102,98.78
2025-11-08 02:24:12,SENSOR_010,FAC_CHI,20.99,98.98,1.94,WARNING,106,89.52
2025-11-08 01:47:12,SENSOR_014,FAC_DEN,25.69,100.01,1.89,WARNING,103,88.82
2025-11-08 02:37:12,SENSOR_018,FAC_ATL,20.43,99.07,1.99,NORMAL,119,94.91
2025-11-08 02:14:12,SENSOR_007,FAC_DEN,19.39,100.68,0.16,WARNING,111,97.38
2025-11-08 03:13:12,SENSOR_018,FAC_ATL,22.45,103.98,1.51,CRITICAL,84,99.06
2025-11-08 03:22:12,SENSOR_002,FAC_DEN,25.78,95.54,2.25,NORMAL,117,93.69
2025-11-08 03:12:12,SENSOR_009,FAC_DEN,19.52,104.86,0.21,WARNING,84,97.53
2025-11-08 03:40:12,SENSOR_004,FAC_CHI,21.35,103.75,1.6,NORMAL,92,96.52
2025-11-08 03:06:12,SENSOR_016,FAC_SEA,27.55,96.65,2.48,WARNING,119,85.33
2025-11-08 02:58:12,SENSOR_012,FAC_DEN,25.37,98.83,0.9,CRITICAL,102,92.59
2025-11-08 02:55:12,SENSOR_014,FAC_ATL,27.66,96.98,0.29,NORMAL,95,95.63
2025-11-08 03:23:12,SENSOR_001,FAC_DEN,26.6,102.96,0.59,NORMAL,112,85.13
2025-11-08 03:06:12,SENSOR_008,FAC_SEA,19.02,101.14,1.47,CRITICAL,95,90.39
2025-11-08 03:07:12,SENSOR_007,FAC_ATL,23.36,102.22,0.84,NORMAL,99,91.67
2025-11-08 04:28:12,SENSOR_015,FAC_ATL,21.67,96.21,2.37,NORMAL,104,85.64
2025-11-08 04:06:12,SENSOR_012,FAC_CHI,27.44,98.4,2.1,NORMAL,99,89.29
2025-11-08 04:09:12,SENSOR_017,FAC_DEN,25.68,98.46,2.44,CRITICAL,80,96.59
2025-11-08 04:02:12,SENSOR_019,FAC_DEN,20.72,100.32,2.13,NORMAL,109,97.31
2025-11-08 03:59:12,SENSOR_013,FAC_ATL,26.19,95.75,2.05,CRITICAL,116,89.8
2025-11-08 03:47:12,SENSOR_004,FAC_SEA,19.08,99.97,1.22,NORMAL,110,94.88
2025-11-08 04:01:12,SENSOR_005,FAC_CHI,24.55,99.67,0.73,NORMAL,87,98.74
2025-11-08 03:53:12,SENSOR_007,FAC_ATL,18.38,96.65,0.12,NORMAL,110,94.16
2025-11-08 04:29:12,SENSOR_002,FAC_CHI,26.62,103.14,0.18,CRITICAL,103,89.29
2025-11-08 04:12:12,SENSOR_001,FAC_CHI,23.18,100.33,0.92,WARNING,106,89.22
2025-11-08 05:15:12,SENSOR_011,FAC_SEA,25.31,99.77,2.23,NORMAL,89,94.72
2025-11-08 05:33:12,SENSOR_014,FAC_CHI,24.54,99.27,2.24,CRITICAL,93,98.52
2025-11-08 05:43:12,SENSOR_006,FAC_CHI,26.17,98.25,2.01,NORMAL,100,95.48
2025-11-08 05:03:12,SENSOR_002,FAC_CHI,19.09,98.18,0.69,WARNING,91,90.5
2025-11-08 05:21:12,SENSOR_013,FAC_CHI,23.43,100.17,0.43,NORMAL,91,90.32
2025-11-08 05:40:12,SENSOR_018,FAC_ATL,22.76,98.63,1.0,NORMAL,98,87.46
2025-11-08 05:46:12,SENSOR_004,FAC_CHI,27.35,95.99,0.78,NORMAL,99,96.74
2025-11-08 05:23:12,SENSOR_003,FAC_DEN,24.05,102.06,2.43,CRITICAL,87,89.99
2025-11-08 05:45:12,SENSOR_019,FAC_ATL,23.92,101.34,2.46,CRITICAL,103,89.24
2025-11-08 05:32:12,SENSOR_017,FAC_ATL,24.54,99.62,0.41,NORMAL,108,86.51
2025-11-08 06:40:12,SENSOR_005,FAC_CHI,19.67,98.35,1.9,CRITICAL,102,87.03
2025-11-08 06:28:12,SENSOR_019,FAC_CHI,19.75,97.25,0.56,NORMAL,84,87.73
2025-11-08 05:54:12,SENSOR_016,FAC_SEA,26.27,95.09,0.21,NORMAL,112,94.35
2025-11-08 06:12:12,SENSOR_020,FAC_SEA,18.81,100.39,0.48,NORMAL,81,92.94
2025-11-08 06:35:12,SENSOR_010,FAC_SEA,27.38,96.13,1.67,NORMAL,102,86.67
2025-11-08 06:46:12,SENSOR_001,FAC_CHI,24.8,96.61,1.35,WARNING,87,90.68
2025-11-08 05:56:12,SENSOR_008,FAC_CHI,20.56,97.08,0.51,NORMAL,92,87.32
2025-11-08 06:35:12,SENSOR_017,FAC_ATL,19.65,99.54,0.46,NORMAL,94,87.2
2025-11-08 06:24:12,SENSOR_014,FAC_DEN,20.07,100.86,1.19,CRITICAL,119,88.83
2025-11-08 06:41:12,SENSOR_012,FAC_SEA,21.4,101.36,2.09,WARNING,118,92.69
2025-11-08 07:30:12,SENSOR_007,FAC_SEA,21.04,98.3,0.66,NORMAL,107,96.51
2025-11-08 07:14:12,SENSOR_020,FAC_CHI,27.23,101.09,2.02,NORMAL,82,90.29
2025-11-08 06:58:12,SENSOR_009,FAC_DEN,25.24,102.87,0.35,NORMAL,106,88.99
2025-11-08 07:01:12,SENSOR_014,FAC_SEA,25.35,96.59,1.04,NORMAL,97,91.76
2025-11-08 07:45:12,SENSOR_018,FAC_SEA,18.13,102.49,0.3,NORMAL,99,95.13
2025-11-08 07:00:12,SENSOR_005,FAC_SEA,24.21,101.36,0.91,CRITICAL,103,93.39
2025-11-08 07:43:12,SENSOR_019,FAC_SEA,22.17,96.41,0.36,CRITICAL,118,89.34
2025-11-08 07:32:12,SENSOR_012,FAC_SEA,21.9,98.54,1.8,NORMAL,91,92.84
2025-11-08 07:23:12,SENSOR_013,FAC_SEA,20.73,98.33,0.44,WARNING,101,92.81
2025-11-08 07:29:12,SENSOR_004,FAC_DEN,23.73,97.91,2.09,CRITICAL,83,85.79
2025-11-08 08:23:12,SENSOR_005,FAC_ATL,25.79,97.56,2.2,NORMAL,108,97.57
2025-11-08 08:38:12,SENSOR_004,FAC_ATL,23.31,103.29,0.86,CRITICAL,104,87.75
2025-11-08 08:34:12,SENSOR_008,FAC_ATL,25.44,96.32,1.78,WARNING,90,86.06
2025-11-08 07:56:12,SENSOR_019,FAC_ATL,27.8,99.25,2.26,NORMAL,94,92.91
2025-11-08 08:34:12,SENSOR_001,FAC_SEA,18.99,99.6,1.34,NORMAL,92,87.66
2025-11-08 08:23:12,SENSOR_014,FAC_DEN,18.45,98.58,1.57,NORMAL,96,95.33
2025-11-08 08:23:12,SENSOR_002,FAC_DEN,23.87,95.12,0.65,WARNING,120,92.22
2025-11-08 08:35:12,SENSOR_009,FAC_ATL,19.8,104.53,1.67,CRITICAL,120,91.59
2025-11-08 08:21:12,SENSOR_015,FAC_SEA,19.0,100.78,0.49,NORMAL,82,89.39
2025-11-08 08:29:12,SENSOR_006,FAC_ATL,21.71,99.07,1.87,NORMAL,86,91.72
2025-11-08 08:49:12,SENSOR_015,FAC_ATL,27.99,99.39,1.89,WARNING,113,88.65
2025-11-08 09:14:12,SENSOR_014,FAC_ATL,20.83,98.73,0.81,NORMAL,110,97.72
2025-11-08 09:17:12,SENSOR_006,FAC_ATL,27.91,100.36,0.72,WARNING,103,91.9
2025-11-08 09:12:12,SENSOR_012,FAC_CHI,27.35,104.86,1.12,NORMAL,111,92.22
2025-11-08 09:01:12,SENSOR_008,FAC_SEA,25.0,96.77,1.13,NORMAL,110,96.97
2025-11-08 09:11:12,SENSOR_013,FAC_ATL,22.94,98.51,0.38,WARNING,80,93.04
2025-11-08 09:18:12,SENSOR_019,FAC_SEA,20.37,98.84,2.17,NORMAL,80,91.5
2025-11-08 09:30:12,SENSOR_011,FAC_ATL,20.73,104.46,1.29,NORMAL,105,86.33
2025-11-08 08:55:12,SENSOR_005,FAC_CHI,27.55,103.98,1.16,NORMAL,82,96.93
2025-11-08 09:30:12,SENSOR_016,FAC_DEN,20.93,102.99,0.86,NORMAL,97,98.16
2025-11-08 10:35:12,SENSOR_016,FAC_DEN,20.42,98.87,2.15,NORMAL,108,90.98
2025-11-08 10:31:12,SENSOR_007,FAC_CHI,23.17,104.57,1.3,NORMAL,109,95.6
2025-11-08 10:34:12,SENSOR_005,FAC_ATL,24.08,104.33,0.58,NORMAL,110,88.84
2025-11-08 10:40:12,SENSOR_008,FAC_SEA,19.32,102.41,2.49,WARNING,115,89.58
2025-11-08 10:10:12,SENSOR_010,FAC_ATL,21.78,98.6,1.09,NORMAL,117,95.49
2025-11-08 09:49:12,SENSOR_019,FAC_CHI,27.7,95.62,2.27,NORMAL,113,89.69
2025-11-08 10:28:12,SENSOR_014,FAC_ATL,26.8,104.92,0.21,CRITICAL,110,87.64
2025-11-08 10:36:12,SENSOR_012,FAC_CHI,27.93,97.2,0.36,NORMAL,115,89.52
2025-11-08 10:12:12,SENSOR_013,FAC_DEN,20.16,103.36,1.35,NORMAL,116,97.56
2025-11-08 10:12:12,SENSOR_001,FAC_CHI,20.38,99.66,0.73,NORMAL,96,85.64
2025-11-08 11:20:12,SENSOR_013,FAC_SEA,23.16,103.75,2.36,NORMAL,110,92.62
2025-11-08 11:37:12,SENSOR_002,FAC_DEN,20.52,96.72,0.71,WARNING,116,97.45
